review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
map is not working 😐,1,2025-12-19 18:51:55,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4308519661426544,App Bugs,low,20,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"pickme you are poor. My Android version is 11go edition. your app is not supported to me. my account , reward point and membership is i cant use . please give update to us.",1,2025-12-19 16:25:49,English,Negative,0.9995,NEGATIVE,"privacy, security, data, account safety",0.3891270458698272,Privacy & Security,low,172,zero-shot-bart-large-mnli,App Bugs,keyword_rule
awful. simply awful.,1,2025-12-18 22:15:45,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2810437381267547,Driver Behavior & Safety,low,20,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"The ""Dibbing"" feature has ruined pickme. Drivers are not accepting rides at the normal price now and are only accepting dibs. So we end up having to pay way more just to get a ride. It's ridiculous! Wasn't the whole reason people switched to ride sharing apps to avoid surcharges by road taxis? I might switch to uber full time or another app because of this.",1,2025-12-18 15:34:55,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.875744104385376,Pricing & Bidding,high,359,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"I’m very disappointed with PickMe. This is the third time drivers have accepted my ride and then cancelled without any reason, both during the day and around 7–8 PM. Some drivers also start uncomfortable conversations during trips, and a few even ask for extra money, claiming they don’t earn enough from the company. This is unacceptable. After repeatedly facing these issues, I feel it’s time to uninstall the app.",1,2025-12-17 21:08:31,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.920764148235321,Driver Behavior & Safety,high,416,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"The previous Pick Me app was good. But, after giving a new update for the Pick Me app, it makes so many problems. Rude app. please update your systems properly as Uber.",1,2025-12-17 14:03:09,English,Negative,0.9945,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3974657356739044,Driver Behavior & Safety,low,168,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst service ever. never trust pick me drivers. they will waste your time. they got bookings and nobody came to pickup. just wasting time . and thair hot line is worst than thair service. they never respond customers. newer trust this service..,1,2025-12-16 23:10:35,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7214087247848511,Driver Behavior & Safety,high,245,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
hate this because of bidding options. no drivers picking up the ride until they have the chance to bid and take a higher price from the users. so disappointing,1,2025-12-16 22:03:51,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7932658195495605,Pricing & Bidding,high,159,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"Terrible, so unreliable. Easy to use, pay by card or cash but the drivers confirm and then they cancel so you have to rebook but already waited 10mins. Then the second and third driver also cancel and now you wait 30mins and late for dinner. however all the drivers that did show up were super nice and cars very clean.",2,2025-12-15 21:51:53,English,Negative,0.8317,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5378245115280151,Driver Behavior & Safety,medium,319,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Terrible app. They demanded that I pay an additional third of the fare a week after the trip because they miscalculated it. The driver was falling asleep during the ride, and then his car broke down in the middle of the route",1,2025-12-14 13:13:32,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6060000658035278,Driver Behavior & Safety,medium,225,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"i put a ride for nugegoda from boralasgamuwa for my wife. but she drop kohuwal.this ride is card payment. after drop my wife the driver dosent stop ride, without stop ride that driver go ahaid. i tried to contact him but not answer phone, after he went to maharagama he stoped ride,",1,2025-12-14 12:03:50,English,Negative,0.9917,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8024497628211975,Driver Behavior & Safety,high,282,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
App is not working in my phone. Redmi turbo. Android version 16,1,2025-12-14 09:55:13,English,Negative,0.9994,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6276621222496033,App Bugs,medium,63,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Ponna driverla inna ponna app ekak.,1,2025-12-14 06:45:22,English,Negative,0.9889,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4427444040775299,Driver Behavior & Safety,low,35,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"Don't use this app, total scam, updated our distance from 10 to 30 km",1,2025-12-13 23:00:59,English,Negative,0.9982,NEGATIVE,"privacy, security, data, account safety",0.5697318315505981,Privacy & Security,medium,69,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
Provide the ability to download the PickMe app through AppGallery so that Huawei phone users can also use it.,3,2025-12-13 19:28:53,English,Negative,0.9665,NEGATIVE,"privacy, security, data, account safety",0.6021131277084351,Privacy & Security,medium,109,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I was late at least 15 times this month as both pick me and their drivers both deny the their own set prices,1,2025-12-13 09:02:48,English,Negative,0.9978,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5323768258094788,Driver Behavior & Safety,medium,108,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"Fix your app so that drivers can stop scamming your customers. Every ride I booked they called me to ask for more money, or they start a ride before coming.",1,2025-12-12 20:31:00,English,Negative,0.9987,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8435989022254944,Driver Behavior & Safety,high,156,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Recently i tried to book a ride and i accidentally clicked the book a ride button two times and i got two rides for same location. it shouldn't do multiple requests when a already request is send. this is a critical bug since drivers will put in inconvenience because apps fault.,3,2025-12-12 20:16:32,English,Negative,0.999,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3377091288566589,App Bugs,low,279,zero-shot-bart-large-mnli,App Bugs,keyword_rule
the worst app to travel. i faced a worst experience through this. i have waited more than 1hour. nobody accept my ride if i can banned something I'll definitely do to this,1,2025-12-12 19:56:45,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3494566679000854,Driver Behavior & Safety,low,171,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Very bad experience and drives are not accepting the rides. totally disappointed 👎🏼👎🏼,1,2025-12-12 18:38:25,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6311375498771667,Driver Behavior & Safety,medium,85,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
used the phone while driving,1,2025-12-12 17:22:03,English,Negative,0.9784,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6132707595825195,Driver Behavior & Safety,medium,28,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
very very bad app pick me,1,2025-12-12 14:08:27,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2839053273200989,App Bugs,low,25,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
logging problem,5,2025-12-12 07:54:45,English,Negative,0.999,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3401186168193817,App Bugs,low,15,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"ordered time 12:33pm got It after 5 hours time . ordered food for lunch and only received it by dinner. Really bad service. I tried calling the hotline and the other number as well, but no one answered. The mango juice also smells bad. I ordered one mango juice, one orange juice, and one chicken biryani. I’m really disappointed with your service. Please don’t accept orders if you can’t deliver them on time it’s a waste of money for us.",1,2025-12-11 18:07:07,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6591437458992004,Delivery Issues,high,439,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
Most drivers in rural areas don’t focus on customer needs. They only look for bigger profits instead of giving a fair and reliable service.,1,2025-12-11 15:16:48,English,Negative,0.9979,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5783493518829346,Driver Behavior & Safety,medium,139,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
At the rain there are dont have any tuks,1,2025-12-11 09:18:16,English,Negative,0.9932,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2384744733572006,Driver Behavior & Safety,low,40,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
new update sucks,1,2025-12-11 09:11:53,English,Negative,0.9993,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2921054661273956,Support & Refunds,low,16,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"driver didn't declare ride as complete, so I was charged for 1.5hrs of driving! then I couldn't even complain via the app because it stopped loading, and gave error messages, still 24hours later. I stopped using it now. How can it be possible to show the trip price, then the driver doesn't 'end ' the trip, so I pay 5x too much???",1,2025-12-09 04:46:12,English,Negative,0.9974,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4319583475589752,App Bugs,low,331,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Areally good taxi app but rarely have som little bugs and lags how ever a good app,5,2025-12-09 02:10:44,English,Negative,0.8516,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4405940175056457,App Bugs,low,82,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Poor customer service and arrogant drivers,1,2025-12-08 07:47:44,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6338644027709961,Driver Behavior & Safety,medium,42,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
